City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,kyren,51.6828,102.1408,17.43,97,100,1.08,RU,1691530419
280,soio,-6.1349,12.3689,21.67,88,0,2.91,AO,1691530419
281,tralee,52.2704,-9.7026,15.79,96,100,1.59,IE,1691530419
282,mount airy,36.4993,-80.6073,27.51,53,0,3.09,US,1691530051
283,beruwala,6.4788,79.9828,25.94,87,100,2.25,LK,1691530420
284,kzyltu,53.6364,72.3414,19.37,52,98,2.08,KZ,1691530420
285,yaren,-0.5472,166.916,27.85,71,96,2.5,NR,1691530420
286,bereznik,62.8551,42.7072,13.75,91,5,1.96,RU,1691530420
287,bundi,25.4417,75.6417,26.12,74,91,4.74,IN,1691530421
288,gabes,33.8815,10.0982,25.98,57,0,6.17,TN,1691530421
289,port sudan,19.6175,37.2164,34.32,32,0,2.71,SD,1691530421
290,korla,41.7597,86.1469,24.88,40,0,1.51,CN,1691530422
291,bucerias,20.75,-105.3333,33.88,75,75,3.6,MX,1691530241
292,yuzhno-kurilsk,44.0306,145.8556,17.97,100,100,2.97,RU,1691530422
293,praia da vitoria,38.7333,-27.0667,24.14,83,20,5.94,PT,1691530422
294,idabel,33.8957,-94.8263,27.97,69,0,2.57,US,1691530423
295,el bayadh,33.6832,1.0193,28.09,16,4,3.13,DZ,1691530423
296,tual,-5.6667,132.75,25.5,79,69,8.94,ID,1691530424
297,pangoa,-12.1167,-73.0,24.98,74,65,1.25,PE,1691530424
298,mount isa,-20.7333,139.5,7.87,81,6,0.0,AU,1691530247
299,aberdeen,57.1437,-2.0981,13.27,70,11,5.14,GB,1691529824
300,karratha,-20.7377,116.8463,20.55,38,0,3.86,AU,1691530425
301,santa eularia des riu,38.9846,1.5341,26.12,68,0,2.57,ES,1691530425
302,rio grande,-32.035,-52.0986,15.06,74,90,7.04,BR,1691530425
303,coahuayana de hidalgo,18.7,-103.6583,33.1,65,43,3.41,MX,1691530426
304,posto fiscal rolim de moura,-13.0833,-62.2667,30.84,32,0,0.81,BR,1691530426
305,kingston,17.997,-76.7936,32.53,76,20,9.77,JM,1691530149
306,vershino-darasunskiy,52.35,115.5167,13.08,67,10,0.42,RU,1691530426
307,wakkanai,45.4094,141.6739,18.94,98,100,3.58,JP,1691530427
308,akjoujt,19.6969,-14.4164,34.41,20,0,4.57,MR,1691530427
309,sur,22.5667,59.5289,30.76,58,3,5.01,OM,1691530427
310,chonchi,-42.6128,-73.8092,10.56,98,100,2.36,CL,1691530428
311,castillos,-34.1667,-53.8333,9.26,87,36,2.78,UY,1691530428
312,mont-dore,-22.2833,166.5833,20.56,99,65,3.94,NC,1691530428
313,verkhniy baskunchak,48.2256,46.7217,30.24,26,22,3.19,RU,1691530428
314,floro,61.5996,5.0328,11.09,93,100,7.2,NO,1691530429
315,newman,37.3138,-121.0208,36.14,20,0,4.02,US,1691530429
316,al wajh,26.2455,36.4525,31.97,43,0,1.54,SA,1691530429
317,salalah,17.0151,54.0924,26.05,94,100,3.09,OM,1691530430
318,portsmouth,50.799,-1.0913,17.73,94,100,2.68,GB,1691530430
319,necochea,-38.5473,-58.7368,7.13,73,88,4.76,AR,1691530430
320,cidade velha,14.9167,-23.6167,26.26,65,20,6.17,CV,1691530431
321,yelizovo,53.1873,158.3805,12.08,87,20,3.0,RU,1691530431
322,remire-montjoly,4.9167,-52.2667,29.02,74,0,4.12,GF,1691530431
323,camarinas,43.1311,-9.1817,21.63,70,0,2.34,ES,1691530431
324,andergrove,-21.0833,149.1833,18.11,83,12,6.83,AU,1691530432
325,zeya,53.75,127.2667,17.84,70,100,2.01,RU,1691530432
326,leeton,-34.5667,146.4,7.27,82,10,2.59,AU,1691530432
327,kargasok,59.0556,80.8572,14.29,72,95,2.95,RU,1691530433
328,kingsbridge,50.2845,-3.7764,16.98,87,99,4.51,GB,1691530433
329,la passe,45.5549,-0.8967,19.13,64,17,3.73,FR,1691530433
330,berdigestyakh,62.0989,126.6992,15.26,60,22,2.82,RU,1691530434
331,alameda,37.5999,-121.8844,33.12,46,0,4.63,US,1691530434
332,biloela,-24.4167,150.5,15.15,68,2,5.33,AU,1691530434
333,nadym,65.5333,72.5167,11.48,80,100,8.21,RU,1691530435
334,arauca,7.0847,-70.7591,33.98,59,20,0.0,CO,1691530215
335,ulaangom,49.9811,92.0667,17.19,86,100,3.05,MN,1691530435
336,moreira,41.056,-8.3894,22.99,86,0,0.9,PT,1691530435
337,pisco,-13.7,-76.2167,22.03,68,0,6.69,PE,1691530150
338,choyr,46.3611,108.3611,16.72,67,51,4.77,MN,1691530436
339,yarkovo,57.4028,67.0786,15.0,74,0,2.43,RU,1691530436
340,laja,-37.2667,-72.7,14.16,65,100,1.11,CL,1691530436
341,daru,-9.0763,143.2092,24.42,80,62,6.96,PG,1691530437
342,winkler,49.1817,-97.941,26.1,50,60,4.12,CA,1691530259
343,bathsheba,13.2167,-59.5167,29.34,84,20,4.63,BB,1691530437
344,churapcha,62.0025,132.4325,15.54,56,56,2.1,RU,1691530437
345,nikel,69.4128,30.222,21.1,83,2,2.89,RU,1691530438
346,tamanrasset,22.785,5.5228,30.95,29,100,8.23,DZ,1691530438
347,neftcala,39.3742,49.2472,27.74,69,0,2.95,AZ,1691530438
348,kipushi,-11.7667,27.2333,15.73,45,17,1.83,CD,1691530438
349,suva,-18.1416,178.4415,24.71,78,40,3.6,FJ,1691530439
350,severo-yeniseyskiy,60.3725,93.0408,9.64,97,66,1.89,RU,1691530439
351,grootfontein,-19.5667,18.1167,16.76,34,77,1.03,NA,1691530439
352,vilyuysk,63.7553,121.6247,15.24,51,12,3.08,RU,1691530439
353,tefe,-3.3542,-64.7114,34.06,46,20,3.09,BR,1691530440
354,mournies,35.4764,24.0092,27.13,83,0,0.0,GR,1691530440
355,hithadhoo,-0.6,73.0833,27.36,75,100,2.26,MV,1691530440
356,taulaga,-11.0553,-171.0883,27.65,73,30,4.59,AS,1691530440
357,tofol,5.3248,163.0078,27.57,81,100,8.14,FM,1691530441
358,igarka,67.4667,86.5833,15.02,63,89,3.11,RU,1691530441
359,civril,38.3014,29.7386,19.88,75,0,2.51,TR,1691530441
360,gniew,53.836,18.8231,13.29,85,85,5.59,PL,1691530442
361,selfoss,63.9331,-20.9971,11.69,83,79,0.76,IS,1691530442
362,beloyarskiy,63.7119,66.6722,14.36,73,98,2.92,RU,1691530442
363,ulsteinvik,62.3432,5.8487,14.31,96,99,3.13,NO,1691530443
364,port macquarie,-31.4333,152.9167,12.74,76,3,2.34,AU,1691530260
365,minab,27.1467,57.0801,32.71,68,1,0.61,IR,1691530443
366,revda,56.801,59.9303,14.14,96,4,1.62,RU,1691530443
367,brookings,44.3114,-96.7984,26.77,54,20,5.66,US,1691530206
368,piranhas,-16.4269,-51.8222,28.97,26,3,1.51,BR,1691530444
369,bengkulu,-3.8004,102.2655,23.52,93,42,2.42,ID,1691530444
370,peniche,39.3558,-9.3811,21.83,90,20,2.88,PT,1691530444
371,maumere,-8.6199,122.2111,23.41,70,84,1.95,ID,1691530445
372,miandrivazo,-19.5167,45.4667,19.27,71,11,0.32,MG,1691530445
373,mugia,43.1041,-9.2179,21.62,70,0,2.6,ES,1691530445
374,ar ruways,24.1103,52.7306,32.72,70,14,3.31,AE,1691530445
375,trairi,-3.2778,-39.2689,25.62,81,51,6.81,BR,1691530446
376,ascension,30.2169,-90.9001,36.82,66,0,0.0,US,1691530446
377,oroqen zizhiqi,50.5667,123.7167,13.8,97,100,1.59,CN,1691530446
378,st. john's,47.5649,-52.7093,15.15,84,75,3.6,CA,1691530184
379,atbara,17.7022,33.9864,34.82,35,76,4.85,SD,1691530447
380,ceerigaabo,10.6162,47.368,18.89,58,34,10.5,SO,1691530447
381,jeremie,18.65,-74.1167,30.07,75,80,1.5,HT,1691530448
382,kisangani,0.5167,25.2,21.51,97,93,0.95,CD,1691530448
383,courtenay,49.6866,-124.9936,22.79,75,100,4.63,CA,1691530177
384,soria,41.6667,-2.6667,22.14,53,0,2.23,ES,1691530449
385,adrar,20.5022,-10.0711,34.76,19,11,5.2,MR,1691530449
386,bria,6.5423,21.9863,20.62,97,67,1.35,CF,1691530199
387,mao,39.8885,4.2658,24.31,64,0,1.03,ES,1691530449
388,bikenibeu village,1.3673,173.1241,26.98,94,75,2.06,KI,1691530449
389,tiaret,35.371,1.317,29.69,12,0,2.06,DZ,1691530450
390,abaza,52.655,90.0928,16.57,77,100,1.45,RU,1691530450
391,gaomi,36.3833,119.7528,20.96,87,0,2.17,CN,1691530450
392,raja,8.4596,25.678,20.95,96,100,1.66,SS,1691530450
393,katsina-ala,7.1667,9.2833,23.38,91,62,2.9,NG,1691530451
394,christchurch,-43.5333,172.6333,5.74,81,14,1.03,NZ,1691529880
395,howard springs,-12.497,131.047,23.95,55,77,3.2,AU,1691530451
396,brooks,50.5834,-111.8851,27.99,36,100,2.57,CA,1691530451
397,hargeysa,9.56,44.065,22.72,49,37,10.59,SO,1691530311
398,kalaleh,37.3807,55.4916,27.78,61,0,3.09,IR,1691530452
399,rukungiri,-0.8411,29.9419,17.38,81,90,0.62,UG,1691530452
400,lisala,2.15,21.5167,21.37,91,27,0.87,CD,1691530452
401,vorgashor,67.5833,63.95,9.05,75,100,2.97,RU,1691530452
402,talodi,10.6325,30.3797,21.66,97,99,3.37,SD,1691530453
403,nuuk,64.1835,-51.7216,8.34,76,40,2.57,GL,1691530453
404,moses lake,47.1301,-119.2781,30.49,44,0,3.6,US,1691530401
405,wanning,18.8003,110.3967,27.21,78,61,3.83,CN,1691530454
406,ambon,-3.6954,128.1814,25.6,16,3,6.72,ID,1691530389
407,chulakkurgan,43.765,69.1814,23.76,42,17,0.49,KZ,1691530454
408,dunedin,-45.8742,170.5036,7.11,73,99,3.58,NZ,1691530213
409,ketchikan,55.3422,-131.6461,17.26,82,100,4.12,US,1691530455
410,pacific grove,36.6177,-121.9166,22.67,77,0,6.17,US,1691530455
411,zhelezinka,53.54,75.3072,20.48,44,86,2.16,KZ,1691530455
412,sao gabriel da cachoeira,-0.1303,-67.0892,28.54,72,76,1.68,BR,1691530265
413,canon city,38.441,-105.2424,35.09,15,0,4.12,US,1691530376
414,bel ombre,-4.6167,55.4167,25.91,78,20,4.12,SC,1691530457
415,miranda,3.2499,-76.2281,33.07,49,81,1.71,CO,1691530457
416,rajula,21.05,71.4333,26.41,80,100,5.43,IN,1691530457
417,oppdal,62.5943,9.6912,12.79,93,100,4.2,NO,1691530458
418,souda,35.4844,24.0744,24.63,83,0,0.0,GR,1691530458
419,mana,5.6592,-53.7767,26.19,85,89,3.91,GF,1691530458
420,atasu,48.6814,71.6433,20.96,63,33,1.4,KZ,1691530459
421,hasaki,35.7333,140.8333,27.39,93,100,5.84,JP,1691530459
422,port augusta,-32.5,137.7667,8.41,49,0,4.22,AU,1691530295
423,krasnoye-na-volge,57.5125,41.2419,18.59,71,8,4.32,RU,1691530460
424,vila franca do campo,37.7167,-25.4333,23.23,86,21,2.26,PT,1691530460
425,camabatela,-8.1881,15.375,17.44,64,6,2.14,AO,1691530460
426,hamina,60.5697,27.1979,14.6,79,0,4.53,FI,1691530461
427,rikaze,29.25,88.8833,14.0,63,97,1.24,CN,1691530461
428,malango,-2.9627,119.9001,17.26,97,33,0.99,ID,1691530461
429,krakeel,52.7215,6.52,13.82,91,98,3.36,NL,1691530462
430,abong mbang,3.9833,13.1833,20.07,98,99,1.17,CM,1691530462
431,monrovia,6.3005,-10.7969,24.87,90,66,4.93,LR,1691530462
432,geraldton,-28.7667,114.6,10.23,100,75,3.09,AU,1691530462
433,villa gesell,-37.2639,-56.973,8.92,82,75,5.53,AR,1691530218
434,qamdo,31.1667,97.2333,5.71,83,70,1.85,CN,1691530463
435,rosarito,32.3333,-117.0333,26.25,71,100,3.3,MX,1691530463
436,russkaya polyana,49.417,31.9201,14.85,94,100,4.71,UA,1691530464
437,palmer,42.1584,-72.3287,26.34,76,100,5.66,US,1691530455
438,katsuren-haebaru,26.3369,127.8719,27.43,95,100,5.66,JP,1691530464
439,kutum,14.2,24.6667,25.07,62,18,1.64,SD,1691530464
440,aripuana,-9.1667,-60.6333,30.86,40,36,1.3,BR,1691530465
441,capitao poco,-1.7464,-47.0594,24.38,95,75,2.52,BR,1691530465
442,looe,50.3578,-4.4542,17.07,93,98,4.12,GB,1691530465
443,sandnessjoen,66.0217,12.6316,22.06,46,40,7.2,NO,1691530185
444,port alberni,49.2413,-124.8028,22.11,61,95,1.34,CA,1691530466
445,taltal,-25.4,-70.4833,17.55,71,71,2.39,CL,1691530221
446,merritt island,28.5392,-80.672,37.34,70,40,4.12,US,1691530466
447,inarajan village,13.2736,144.7484,27.54,97,100,6.1,GU,1691530467
448,arish,31.1316,33.7984,26.15,71,0,2.44,EG,1691530467
449,fuyu,45.1833,124.8167,18.45,96,100,2.99,CN,1691530467
450,tonj,7.2737,28.6822,21.27,96,100,0.6,SS,1691530468
451,itamaraca,-7.7478,-34.8256,27.03,85,41,3.88,BR,1691530468
452,creston,41.0586,-94.3614,26.3,73,75,0.0,US,1691530468
453,pedro ii,-4.4247,-41.4586,26.35,32,28,2.29,BR,1691530469
454,mahajanga,-15.7167,46.3167,22.01,88,20,0.51,MG,1691530469
455,brak,27.5496,14.2714,29.46,27,0,4.74,LY,1691530469
456,hirara,24.8,125.2833,27.92,94,40,2.57,JP,1691530469
457,aydarken,39.9443,71.3429,16.42,54,5,2.52,KG,1691530470
458,dryden,49.7833,-92.7503,20.16,73,75,3.09,CA,1691530470
459,lynnfield,42.539,-71.0481,28.06,80,0,5.14,US,1691530470
460,okhotsk,59.3833,143.3,15.23,59,7,2.91,RU,1691530471
461,miri,4.4148,114.0089,25.08,94,20,1.03,MY,1691530471
462,sayalkudi,9.1833,78.45,28.47,68,100,2.08,IN,1691530471
463,porto novo,6.4965,2.6036,24.68,88,22,3.61,BJ,1691530471
464,saskatoon,52.1168,-106.6345,21.99,37,75,2.57,CA,1691530424
465,narsimhapur,22.95,79.2,24.74,84,100,4.4,IN,1691530472
466,natal,-5.795,-35.2094,26.12,83,40,4.12,BR,1691530185
467,demidov,55.2706,31.515,13.34,87,92,1.79,RU,1691530473
468,gisborne,-38.6533,178.0042,8.17,75,6,1.99,NZ,1691530292
469,kindu,-2.95,25.95,22.32,87,85,1.73,CD,1691530473
470,yendi,9.4427,-0.0099,23.45,95,100,2.41,GH,1691530474
471,satkhira,22.7167,89.1,25.99,88,86,2.32,BD,1691530474
472,panshan,41.1881,122.0494,20.01,90,6,3.96,CN,1691530474
473,pacocha,-17.5833,-71.3333,20.08,73,75,5.14,PE,1691530474
474,mtimbira,-8.7833,36.35,19.98,62,2,1.11,TZ,1691530475
475,tak,16.5833,98.8333,19.77,99,100,1.45,TH,1691530475
476,hualien city,23.9769,121.6044,27.7,79,86,1.56,TW,1691530475
477,haiku-pauwela,20.9219,-156.3051,30.01,54,20,10.29,US,1691530475
478,mont-tremblant,46.1949,-74.6264,19.65,94,100,0.0,CA,1691530080
479,pizarro,4.9533,-77.366,27.92,79,100,3.13,CO,1691530476
480,andalgala,-27.5819,-66.3165,12.18,34,0,1.64,AR,1691530476
481,jackson,42.4165,-122.8345,33.75,30,0,0.89,US,1691530244
482,el fuerte,26.4189,-108.6194,39.31,35,0,5.79,MX,1691530477
483,novo aripuana,-5.1206,-60.3797,31.88,41,87,0.83,BR,1691530477
484,uturoa,-16.7333,-151.4333,26.01,77,99,3.07,PF,1691530477
485,khonsa,27.0167,95.5667,20.87,98,94,1.05,IN,1691530477
486,parkano,62.0167,23.0167,13.35,84,27,5.33,FI,1691530478
487,las heras,-46.5419,-68.9359,9.36,46,96,11.28,AR,1691530300
488,klaksvik,62.2266,-6.589,8.51,85,100,13.54,FO,1691530478
489,beya,53.0533,90.9139,17.67,68,100,2.48,RU,1691530478
490,mahibadhoo,3.7833,72.9667,27.18,79,66,3.63,MV,1691530479
491,ondjiva,-17.0667,15.7333,21.02,24,11,3.6,AO,1691530479
492,kralendijk,12.15,-68.2667,31.99,70,20,8.23,BQ,1691530479
493,reggane,26.7158,0.1714,37.48,12,0,5.52,DZ,1691530480
494,mili,6.0815,171.735,28.14,77,96,5.77,MH,1691530480
495,al mijlad,11.0333,27.7333,23.92,81,100,7.22,SD,1691530480
496,tchintabaraden,15.8969,5.7985,29.79,54,100,2.53,NE,1691530480
497,labrador city,52.9463,-66.9114,17.95,52,100,5.14,CA,1691530481
498,dawei,14.0833,98.2,24.74,94,100,1.4,MM,1691530481
499,kandi,11.1342,2.9386,23.62,91,100,1.76,BJ,1691530481
500,tanda,26.55,82.65,26.22,88,100,1.78,IN,1691530481
501,rice lake,45.5061,-91.7382,28.92,49,0,4.12,US,1691530197
502,keren,15.7778,38.4581,20.97,87,90,1.38,ER,1691530482
503,bereket,39.2446,55.5154,29.42,23,0,2.08,TM,1691530482
504,dauphin,51.1494,-100.0502,23.08,43,40,5.14,CA,1691530482
505,zuwarah,32.9312,12.082,24.26,64,0,2.34,LY,1691530483
506,spring creek,40.7266,-115.5859,26.83,21,12,6.37,US,1691530483
507,mudu,31.252,120.5118,24.27,86,8,2.6,CN,1691530484
508,saint-francois,46.4154,3.9054,17.69,63,0,0.0,FR,1691530484
509,llorente,11.4119,125.5458,26.7,83,100,2.15,PH,1691530484
510,witu,-2.3889,40.4382,24.09,83,13,6.33,KE,1691530485
511,bodaybo,57.8506,114.1933,17.91,73,5,1.13,RU,1691530485
512,alice springs,-23.7,133.8833,7.75,66,0,2.57,AU,1691530291
513,yeraliyev,43.2,51.65,28.22,46,0,3.84,KZ,1691530486
514,miracema do tocantins,-9.5618,-48.3967,30.73,28,0,1.46,BR,1691530486
515,konosha,60.9736,40.257,14.54,84,0,2.67,RU,1691530486
516,karaton,-6.3424,106.1045,22.42,94,20,0.48,ID,1691530487
517,takoradi,4.8845,-1.7554,24.4,88,95,5.76,GH,1691530487
518,goba,7.0167,39.9833,9.73,90,50,2.16,ET,1691530487
519,pionerskiy,54.9508,20.2275,12.91,85,100,7.5,RU,1691530487
520,novyy urengoy,66.0833,76.6333,11.4,83,100,6.26,RU,1691530488
521,brisas de zicatela,15.8369,-97.0419,32.29,55,20,4.12,MX,1691530488
522,santa marta,11.2408,-74.199,32.03,71,20,6.17,CO,1691530195
523,sainte-suzanne,-20.9061,55.6089,21.1,73,40,5.66,RE,1691530488
524,vernon,50.2581,-119.2691,28.5,36,100,1.03,CA,1691530229
525,idri,27.5,13.2667,30.0,24,0,4.9,LY,1691530489
526,fisterra,42.9049,-9.2629,21.53,71,0,3.68,ES,1691530489
527,idku,31.3078,30.299,25.93,71,0,4.07,EG,1691530489
528,tres cantos,40.6108,-3.7074,34.15,27,0,1.54,ES,1691530489
529,nova vicosa,-17.8919,-39.3719,22.63,87,0,2.86,BR,1691530471
530,kampot,10.6167,104.1833,28.03,87,72,2.62,KH,1691530490
531,flying fish cove,-10.4217,105.6791,23.82,94,100,5.14,CX,1691530490
532,gutierrez zamora,20.45,-97.0833,35.9,63,29,6.8,MX,1691530449
533,makarov,48.6333,142.8,15.15,87,100,3.91,RU,1691530491
534,maintirano,-18.0667,44.0167,22.22,78,1,5.27,MG,1691530491
535,tocopilla,-22.092,-70.1979,20.42,68,19,5.66,CL,1691530492
536,north bend,43.4065,-124.2243,29.02,64,0,9.77,US,1691530492
537,malabar,-33.9667,151.25,12.05,81,40,2.57,AU,1691530492
538,illizi,26.4833,8.4667,35.89,20,20,8.67,DZ,1691530493
539,nagqu,31.5,92.0,4.22,88,67,1.56,CN,1691530493
540,dolzhanskaya,46.6311,37.8039,26.86,66,73,5.27,RU,1691530493
541,prince albert,53.2001,-105.7677,17.97,55,40,3.09,CA,1691530205
542,likasi,-10.9814,26.7333,16.92,39,2,0.84,CD,1691530494
543,williston,48.147,-103.618,28.78,35,51,1.79,US,1691530494
544,oneonta,42.4529,-75.0638,19.06,68,100,4.66,US,1691530322
545,amga,60.8953,131.9608,14.41,59,72,3.04,RU,1691530494
546,chiroqchi,39.0336,66.5722,25.18,27,0,1.48,UZ,1691530495
547,skowhegan,44.7651,-69.7192,20.39,99,100,2.95,US,1691530233
548,p'ot'i,42.1462,41.672,24.88,87,6,1.07,GE,1691530495
549,dawson creek,55.7666,-120.2362,17.8,82,100,2.57,CA,1691530495
550,la junta,37.985,-103.5438,33.16,29,0,6.69,US,1691530496
551,susuman,62.7833,148.1667,8.58,55,95,0.26,RU,1691530496
552,kone,-21.0595,164.8658,20.27,59,5,3.33,NC,1691530496
553,sedalia,38.7045,-93.2283,30.84,54,75,2.64,US,1691530496
554,brokopondo,4.75,-55.1667,29.16,71,90,3.17,SR,1691530496
555,ingeniero jacobacci,-41.3427,-69.5448,8.48,56,100,3.0,AR,1691530497
556,seven pagodas,12.6264,80.1722,29.03,72,100,5.02,IN,1691530497
557,archangelos,36.2149,28.1149,27.39,79,0,3.97,GR,1691530497
558,ternate,0.8,127.4,26.56,80,90,4.19,ID,1691530498
559,gunjur,13.2019,-16.7339,28.04,74,75,2.06,GM,1691530498
560,kerch,45.3583,36.4758,25.45,66,3,6.53,UA,1691530499
